,RA,DEC
65494,257.853,59.274
65495,257.845,59.184
65496,257.961,58.786
65497,257.937,58.856
65498,257.468,58.917
65499,257.068,59.466
65500,257.146,59.341
65501,257.263,58.444
65502,257.026,58.438
65503,257.101,58.417
65504,257.222,58.403
65505,257.049,58.428
65506,257.33,58.471
65507,257.047,58.474
65508,256.508,58.98
65509,256.584,58.929
65510,256.363,59.382
65511,256.3,59.241
65512,256.636,59.234
65513,256.624,58.232
65514,256.435,58.539
65515,256.599,58.436
65516,256.878,58.782
65517,256.866,58.55
65518,255.961,59.433
65519,256.049,59.244
65520,256.065,59.419
65521,255.95,59.449
65522,255.879,59.446
65523,256.254,58.656
65524,256.395,58.321
65525,256.259,58.505
65526,256.24,58.28
65527,256.334,58.483
65528,256.388,58.41
65529,256.227,58.321
65530,256.295,58.695
65531,256.406,58.362
65532,255.538,59.303
65533,255.493,59.257
65534,255.512,59.205
65535,255.773,59.372
65536,255.383,59.456
65537,255.766,60.111
65538,255.744,60.402
65539,254.925,60.1
65540,255.442,60.145
65541,255.136,60.054
65542,255.793,60.38
65543,255.634,60.158
65544,255.327,59.63
65545,255.239,60.022
65546,255.379,59.709
65547,255.29,59.62
65548,255.145,59.92
65549,255.267,59.539
65550,255.458,59.6
65551,255.291,59.593
65552,256.352,60.161
65553,256.002,60.066
65554,256.062,60.724
65555,255.956,60.302
65556,255.841,60.77
65557,256.087,59.997
65558,255.937,60.513
65559,255.551,59.676
65560,255.614,59.563
65561,255.652,59.571
65562,255.699,59.67
65563,255.502,59.738
65564,255.641,59.949
65565,255.543,59.48
65566,255.556,59.502
65567,256.803,60.921
65568,256.983,60.857
65569,256.712,60.989
65570,256.541,60.162
65571,256.973,60.156
65572,255.752,59.68
65573,256.003,59.849
65574,255.849,59.747
65575,255.778,59.791
65576,257.498,61.032
65577,257.107,60.844
65578,257.362,60.24
65579,257.082,60.573
65580,257.317,60.092
65581,257.212,60.196
65582,257.081,60.186
65583,257.42,60.237
65584,257.051,60.254
65585,256.2,59.786
65586,256.154,60.023
65587,256.66,59.861
65588,256.657,59.485
65589,256.159,59.783
65590,256.284,59.777
65591,256.183,59.58
65592,257.169,59.811
65593,256.984,59.526
65594,256.923,59.701
65595,257.107,59.933
65596,256.895,59.487
65597,256.902,59.547
65598,256.949,59.489
65599,257.881,59.912
65600,257.917,59.996
65601,257.896,59.872
65602,257.503,59.617
65603,257.77,59.539
65604,257.892,59.804
65605,257.974,60.966
65606,257.912,60.728
65607,257.934,60.623
65608,257.918,60.688
65609,257.91,60.296
65610,257.691,60.078
65611,258.116,60.311
65612,257.832,60.439
65613,258.11,60.507
65614,258.671,59.849
65615,258.57,59.874
65616,258.012,59.977
65617,258.709,59.592
65618,258.488,59.495
65619,258.618,59.577
65620,258.506,60.559
65621,258.642,60.221
65622,258.708,60.519
65623,258.153,60.17
65624,258.166,60.326
65625,258.759,60.216
65626,259.316,60.031
65627,258.96,59.597
65628,259.232,59.668
65629,258.781,59.502
65630,259.291,60.349
65631,259.361,60.533
65632,259.216,60.192
65633,259.565,60.139
65634,259.038,60.18
65635,259.735,60.063
65636,260.271,59.821
65637,260.262,59.554
65638,259.553,59.533
65639,263.012,59.982
65640,262.734,59.686
65641,262.778,59.967
65642,263.045,59.919
65643,263.466,59.938
65644,263.076,60.078
65645,262.817,60.039
65646,263.697,60.627
65647,263.718,60.244
65648,263.582,60.364
65649,263.64,60.302
65650,263.517,60.664
65651,263.33,60.34
65652,261.979,59.721
65653,262.174,60.044
65654,262.257,60.089
65655,262.318,59.563
65656,263.152,60.345
65657,263.267,60.329
65658,262.94,60.679
65659,263.054,60.685
65660,261.844,59.634
65661,261.952,59.923
65662,261.852,59.666
65663,261.79,60.028
65664,262.515,60.162
65665,262.497,60.35
65666,262.635,60.69
65667,261.381,59.55
65668,261.41,59.447
65669,261.445,59.615
65670,261.602,59.988
65671,261.55,59.481
65672,261.469,59.772
65673,261.929,60.28
65674,261.652,60.411
65675,261.836,60.223
65676,261.969,60.186
65677,261.173,60.396
65678,261.181,60.296
65679,261.465,60.386
65680,261.441,60.315
65681,261.482,60.556
65682,261.024,60.173
65683,261.026,60.141
65684,260.942,60.31
65685,260.764,60.369
65686,261.014,59.634
65687,260.674,59.852
65688,260.709,59.921
65689,260.671,60.011
65690,260.706,60.445
65691,260.243,60.45
65692,260.719,60.13
65693,260.73,60.493
65694,260.315,59.616
65695,260.419,59.731
65696,260.38,59.666
65697,260.615,59.497
65698,260.301,59.799
65699,259.983,60.149
65700,259.671,60.608
65701,260.045,60.547
65702,260.033,60.033
65703,259.228,60.01
65704,260.04,59.675
65705,259.937,59.952
65706,259.934,59.684
65707,260.196,59.554
65708,259.933,60.046
65709,259.116,60.227
65710,258.931,60.163
65711,258.912,60.635
65712,259.15,60.243
65713,259.115,60.276
65714,259.06,60.412
65715,258.91,60.477
65716,259.18,61.851
65717,258.698,61.635
65718,258.567,61.465
65719,260.299,61.804
65720,259.981,61.835
65721,259.796,61.542
65722,259.796,62.149
65723,259.113,61.162
65724,259.49,61.267
65725,259.464,61.195
65726,259.275,61.241
65727,259.309,60.796
65728,260.681,62.174
65729,260.486,62.005
65730,260.454,61.872
65731,260.54,61.999
65732,259.793,61.125
65733,259.714,61.225
65734,261.263,61.88
65735,261.453,61.963
65736,260.969,62.048
65737,261.034,61.692
65738,261.228,61.538
65739,259.993,60.892
65740,260.323,60.928
65741,260.198,61.309
65742,260.062,61.178
65743,260.471,60.965
65744,260.508,61.099
65745,260.677,61.089
65746,260.437,60.852
65747,261.333,61.011
65748,260.968,61.376
65749,261.105,61.188
65750,260.887,60.919
65751,260.95,60.863
65752,261.157,61.402
65753,260.88,60.9
65754,261.637,61.6
65755,261.557,62.15
65756,261.929,61.335
65757,261.999,60.793
65758,262.593,62.071
65759,262.451,61.566
65760,262.522,61.385
65761,262.548,61.357
65762,262.72,62.226
65763,262.783,62.007
65764,263.542,61.09
65765,263.199,61.292
65766,263.421,60.864
65767,263.073,60.948
65768,260.551,56.601
65769,260.802,56.874
65770,261.039,56.874
65771,260.33,56.79
65772,260.454,56.331
65773,260.862,56.548
65774,260.578,56.522
65775,260.99,57.111
65776,260.738,57.001
65777,261.128,56.91
65778,260.994,57.397
65779,260.83,57.334
65780,261.279,56.878
65781,261.491,57.226
65782,259.721,56.669
65783,259.859,56.67
65784,259.671,56.807
65785,260.098,56.717
65786,260.412,57.256
65787,260.386,56.989
65788,260.228,57.098
65789,260.239,57.282
65790,260.689,57.226
65791,260.429,57.285
65792,260.473,57.22
65793,259.56,56.092
65794,259.545,56.566
65795,259.571,56.882
65796,259.416,56.211
65797,259.865,57.043
65798,259.756,57.213
65799,259.943,57.124
65800,259.785,57.325
65801,259.756,57.173
65802,259.906,57.356
65803,259.863,57.219
65804,258.56,56.545
65805,258.549,56.61
65806,259.474,57.127
65807,259.206,57.42
65808,259.175,56.928
65809,259.406,56.937
65810,259.692,57.196
65811,259.677,57.397
65812,259.209,57.082
65813,258.947,57.302
65814,258.949,57.369
65815,258.933,57.263
65816,258.984,57.238
65817,258.98,57.272
65818,259.1,57.423
65819,259.031,57.238
65820,258.579,57.316
65821,258.786,57.31
65822,258.62,57.25
65823,258.817,57.262
65824,258.881,57.381
65825,258.851,57.35
65826,258.0,56.636
65827,258.042,56.625
65828,258.077,56.563
65829,258.12,56.824
65830,258.186,57.095
65831,258.556,57.149
65832,258.641,56.954
65833,258.487,57.277
65834,258.221,57.282
65835,258.209,57.35
65836,258.355,57.133
65837,258.401,57.07
65838,257.812,56.574
65839,257.798,56.839
65840,257.901,56.733
65841,257.711,56.884
65842,257.921,56.789
65843,257.951,56.867
65844,257.766,56.873
65845,257.945,56.802
65846,257.755,56.758
65847,257.765,57.375
65848,258.009,57.291
65849,257.958,57.111
65850,258.063,57.208
65851,257.834,56.991
65852,257.845,56.372
65853,257.466,56.719
65854,257.649,56.728
65855,257.582,56.757
65856,257.577,56.867
65857,257.336,56.811
65858,257.475,56.977
65859,257.197,57.169
65860,257.179,57.15
65861,257.092,57.217
65862,257.267,57.162
65863,256.476,58.033
65864,257.228,57.878
65865,256.689,57.976
65866,256.927,57.731
65867,256.85,57.853
65868,257.149,57.83
65869,257.045,57.81
65870,256.668,57.776
65871,256.867,57.641
65872,257.139,57.477
65873,257.147,57.81
65874,257.912,58.37
65875,257.514,58.272
65876,257.84,58.633
65877,257.581,57.952
65878,257.988,58.318
65879,258.031,57.943
65880,257.845,58.003
65881,257.58,57.737
65882,257.322,57.877
65883,257.506,57.774
65884,257.708,57.527
65885,257.332,57.552
65886,257.727,57.636
65887,258.257,58.047
65888,258.286,58.938
65889,258.548,58.059
65890,257.971,58.632
65891,258.296,58.505
65892,258.118,57.832
65893,257.975,57.784
65894,257.907,57.44
65895,259.227,57.965
65896,259.156,58.412
65897,258.603,57.917
65898,258.642,58.158
65899,259.154,57.993
65900,258.94,57.994
65901,259.239,58.132
65902,258.547,58.505
65903,258.782,57.957
65904,258.897,57.895
65905,258.437,57.768
65906,258.633,57.711
65907,258.422,57.682
65908,258.493,57.487
65909,258.553,57.531
65910,258.34,57.717
65911,258.53,57.477
65912,258.47,57.518
65913,258.711,57.57
65914,258.601,57.607
65915,258.65,57.493
65916,258.656,57.827
65917,258.803,57.761
65918,258.696,57.855
65919,258.725,57.462
65920,258.812,57.457
65921,258.745,57.483
65922,258.869,57.523
65923,258.827,57.659
65924,258.995,57.753
65925,259.14,57.869
65926,259.12,57.782
65927,258.936,57.676
65928,259.033,57.523
65929,259.141,57.53
65930,259.148,57.453
65931,258.921,57.462
65932,259.682,58.135
65933,259.406,58.059
65934,259.452,58.055
65935,259.652,57.738
65936,259.558,57.507
65937,259.634,57.593
65938,259.621,57.573
65939,259.439,57.733
65940,259.591,57.671
65941,259.581,57.548
65942,259.24,57.48
65943,259.273,57.491
65944,259.182,57.516
65945,259.789,58.335
65946,259.833,57.9
65947,259.948,58.021
65948,259.695,58.225
65949,260.031,57.979
65950,259.809,57.691
65951,259.819,57.802
65952,259.821,57.75
65953,259.683,57.789
65954,260.469,58.713
65955,261.058,58.331
65956,260.978,57.923
65957,260.376,58.055
65958,261.493,57.98
65959,260.625,58.205
65960,260.588,58.645
65961,260.236,57.568
65962,261.319,57.73
65963,261.041,57.455
65964,261.542,57.523
65965,264.058,58.159
65966,264.388,57.876
65967,264.591,58.17
65968,264.283,57.809
65969,264.128,58.133
65970,264.433,57.949
65971,264.164,57.951
65972,264.358,58.031
65973,264.648,58.281
65974,264.459,58.612
65975,264.717,58.441
65976,263.373,57.422
65977,263.447,57.546
65978,263.895,57.967
65979,263.204,58.195
65980,263.513,58.069
65981,263.802,58.254
65982,263.635,58.23
65983,262.462,57.835
65984,262.496,57.665
65985,262.796,57.721
65986,262.998,57.894
65987,262.833,58.152
65988,262.615,57.773
65989,263.06,58.609
65990,263.065,58.434
65991,263.284,58.547
65992,263.097,58.483
65993,262.057,58.04
65994,262.005,57.583
65995,262.044,57.366
65996,262.179,57.553
65997,262.196,58.125
65998,262.014,58.157
65999,262.238,57.908
66000,262.47,58.48
66001,262.486,58.397
66002,262.527,58.316
66003,262.373,58.246
66004,261.98,58.399
66005,262.042,58.237
66006,262.181,58.662
66007,262.183,58.41
66008,262.207,58.524
66009,261.935,58.272
66010,261.809,58.365
66011,261.767,58.349
66012,261.73,58.477
66013,261.822,58.485
66014,261.756,58.51
66015,261.864,58.342
66016,261.837,58.673
66017,261.808,58.596
66018,261.826,58.653
66019,261.381,57.498
66020,261.428,57.973
66021,261.493,58.127
66022,261.845,58.116
66023,261.805,58.157
66024,261.335,58.296
66025,261.608,58.589
66026,261.638,58.422
66027,261.158,58.347
66028,261.493,58.584
66029,261.44,58.6
66030,261.221,57.664
66031,261.272,58.153
66032,260.661,58.556
66033,261.037,58.665
66034,260.731,58.613
66035,260.858,58.586
66036,260.82,58.579
66037,260.811,58.609
66038,261.088,58.561
66039,260.963,58.322
66040,260.123,58.082
66041,260.437,57.815
66042,260.306,58.183
66043,260.496,58.239
66044,260.12,58.238
66045,259.892,58.237
66046,260.276,58.223
66047,259.971,58.389
66048,260.453,58.625
66049,260.574,59.67
66050,260.497,59.843
66051,260.506,59.428
66052,260.473,59.425
66053,260.18,58.674
66054,259.959,59.222
66055,260.833,59.643
66056,261.064,59.379
66057,260.862,59.455
66058,260.906,59.4
66059,260.582,59.076
66060,260.236,59.327
66061,260.591,59.132
66062,260.436,59.083
66063,260.57,58.683
66064,260.346,58.7
66065,261.34,60.172
66066,261.543,59.574
66067,261.72,59.727
66068,261.688,60.005
66069,261.402,59.505
66070,260.804,59.093
66071,260.712,59.135
66072,260.968,58.674
66073,260.627,59.196
66074,260.796,59.225
66075,261.014,59.058
66076,260.638,58.768
66077,262.117,60.094
66078,261.988,60.068
66079,261.96,60.08
66080,261.791,59.607
66081,261.983,59.967
66082,261.028,59.29
66083,261.034,58.995
66084,261.354,59.064
66085,261.285,58.765
66086,261.274,58.983
66087,261.186,58.808
66088,261.433,59.013
66089,261.397,58.987
66090,261.62,59.205
66091,261.709,58.74
66092,261.735,58.813
66093,262.19,58.977
66094,261.942,59.205
66095,262.118,59.294
66096,262.302,58.697
66097,261.954,58.698
66098,261.777,58.713
66099,262.58,59.602
66100,262.209,60.164
66101,262.589,59.64
66102,262.535,59.532
66103,262.415,59.635
66104,262.619,58.723
66105,262.396,58.761
66106,262.783,58.716
66107,262.947,60.073
66108,263.245,59.711
66109,262.877,59.73
66110,262.824,59.493
66111,263.01,59.452
66112,263.023,59.695
66113,262.887,59.519
66114,263.963,59.095
66115,263.411,58.849
66116,263.563,59.732
66117,263.758,59.752
66118,263.893,59.89
66119,264.019,59.952
66120,263.407,59.498
66121,263.407,59.642
66122,264.082,59.167
66123,264.2,58.905
66124,264.539,58.715
66125,264.24,59.2
66126,264.498,58.688
66127,262.315,54.829
66128,262.441,54.842
66129,261.639,54.429
66130,262.36,55.087
66131,262.664,55.066
66132,262.655,55.233
66133,261.285,54.308
66134,260.986,54.479
66135,261.123,54.033
66136,261.459,54.387
66137,261.915,55.16
66138,261.878,55.467
66139,261.726,54.911
66140,261.664,55.29
66141,261.696,55.406
66142,261.564,55.533
66143,260.253,54.215
66144,260.326,54.697
66145,260.026,54.818
66146,261.16,55.226
66147,261.224,55.116
66148,260.969,54.955
66149,261.284,55.389
66150,261.21,55.353
66151,261.188,55.548
66152,260.33,55.221
66153,260.367,55.35
66154,260.842,55.424
66155,260.961,55.32
66156,260.608,55.148
66157,260.645,55.208
66158,260.091,54.972
66159,260.297,54.922
66160,260.032,54.979
66161,260.172,55.048
66162,260.101,55.214
66163,260.166,55.498
66164,260.254,55.281
66165,259.987,54.29
66166,259.672,54.527
66167,259.847,54.103
66168,259.9,54.823
66169,259.712,54.753
66170,259.925,54.806
66171,259.599,55.36
66172,259.965,55.45
66173,259.805,55.294
66174,259.609,55.429
66175,259.728,55.183
66176,259.651,55.314
66177,259.151,54.402
66178,259.558,54.021
66179,259.32,55.581
66180,259.018,54.173
66181,259.056,54.81
66182,258.935,54.779
66183,258.871,55.425
66184,258.631,55.211
66185,258.327,56.233
66186,258.382,56.227
66187,258.997,56.662
66188,258.555,56.339
66189,258.094,55.765
66190,258.099,55.853
66191,259.397,56.775
66192,259.195,56.589
66193,259.231,56.497
66194,258.978,56.034
66195,258.903,55.643
66196,259.07,55.601
66197,259.562,56.572
66198,259.735,56.557
66199,259.754,55.895
66200,259.774,56.007
66201,259.605,56.018
66202,259.647,56.057
66203,259.497,55.648
66204,259.531,55.808
66205,259.555,56.169
66206,260.088,56.707
66207,259.994,56.5
66208,259.887,56.723
66209,260.064,56.276
66210,260.207,55.615
66211,260.114,55.816
66212,260.24,56.142
66213,260.611,55.985
66214,260.353,56.152
66215,260.427,56.219
66216,260.275,55.688
66217,260.243,55.968
66218,260.91,55.811
66219,260.731,55.747
66220,260.971,56.04
66221,260.4,56.751
66222,260.115,56.768
66223,260.153,56.256
66224,260.204,56.415
66225,261.387,55.656
66226,261.216,55.692
66227,261.446,55.873
66228,261.024,55.71
66229,261.445,55.586
66230,261.338,55.622
66231,261.263,56.259
66232,260.726,56.313
66233,261.116,56.296
66234,261.965,55.912
66235,261.658,55.927
66236,262.294,56.299
66237,261.724,56.488
66238,261.819,56.462
66239,262.373,56.24
66240,262.493,55.768
66241,262.223,56.184
66242,262.653,55.87
66243,262.329,55.934
66244,265.22,55.707
66245,265.564,55.986
66246,264.677,55.84
66247,264.633,55.465
66248,265.536,55.818
66249,265.474,55.932
66250,265.267,55.871
66251,265.515,55.944
66252,265.079,55.577
66253,265.474,55.71
66254,264.886,56.264
66255,264.979,56.641
66256,265.207,56.515
66257,265.095,56.612
66258,264.97,56.11
66259,264.293,55.45
66260,264.427,55.65
66261,264.52,55.851
66262,264.559,55.322
66263,264.51,55.871
66264,264.506,56.224
66265,264.492,56.463
66266,264.841,56.567
66267,264.825,56.426
66268,264.563,56.22
66269,263.921,55.471
66270,263.889,55.698
66271,264.233,56.21
66272,263.991,56.224
66273,264.13,56.041
66274,264.037,56.313
66275,264.184,56.201
66276,264.008,56.596
66277,263.937,56.515
66278,263.431,55.43
66279,263.76,55.42
66280,263.87,55.526
66281,263.552,56.035
66282,263.648,56.159
66283,263.51,56.355
66284,263.822,56.484
66285,263.427,56.132
66286,263.209,56.334
66287,263.456,56.256
66288,263.45,56.43
66289,263.041,56.129
66290,263.049,56.353
66291,262.983,56.013
66292,262.901,56.013
66293,262.882,56.533
66294,262.863,56.603
66295,263.185,55.532
66296,263.052,55.312
66297,263.231,55.522
66298,263.13,55.737
66299,262.997,55.611
66300,262.624,56.181
66301,262.639,56.043
66302,262.678,56.333
66303,262.542,56.423
66304,262.342,56.282
66305,262.409,55.588
66306,262.485,55.998
66307,261.518,56.197
66308,262.106,56.406
66309,261.766,56.636
66310,261.429,55.96
66311,261.41,56.045
66312,261.299,57.207
66313,260.916,57.103
66314,261.175,57.165
66315,261.227,57.139
66316,261.207,57.068
66317,261.13,56.915
66318,261.116,56.898
66319,261.092,56.947
66320,261.082,56.876
66321,261.221,56.745
66322,262.126,57.497
66323,261.64,57.156
66324,262.006,57.522
66325,262.156,57.145
66326,261.59,57.153
66327,261.549,57.096
66328,261.321,56.952
66329,261.721,56.849
66330,261.436,56.753
66331,261.31,56.713
66332,261.706,56.811
66333,261.545,56.906
66334,261.383,56.92
66335,261.466,56.852
66336,262.285,57.317
66337,262.804,57.133
66338,262.43,57.583
66339,262.563,57.367
66340,262.268,57.581
66341,262.1,57.002
66342,263.181,57.809
66343,262.941,57.126
66344,263.553,57.345
66345,262.621,56.913
66346,262.252,56.913
66347,262.25,56.826
66348,262.468,56.826
66349,262.319,56.998
66350,263.127,56.944
66351,263.27,56.775
66352,263.15,56.845
66353,263.205,56.901
66354,263.033,56.879
66355,262.866,56.739
66356,262.746,56.702
66357,262.689,56.967
66358,262.731,56.828
66359,263.402,56.786
66360,263.526,56.7
66361,263.738,56.789
66362,263.547,56.935
66363,263.729,56.809
66364,263.604,56.791
66365,263.985,57.402
66366,264.031,57.48
66367,263.849,57.167
66368,264.663,56.824
66369,264.382,56.792
66370,264.298,56.9
66371,264.31,56.877
66372,264.526,56.854
66373,264.23,57.462
66374,264.482,57.687
66375,264.361,57.425
66376,264.894,56.897
66377,264.889,56.938
66378,264.697,57.084
66379,264.854,56.752
66380,264.693,56.89
66381,264.821,56.704
66382,265.082,57.451
66383,265.005,57.502
66384,264.983,57.689
66385,264.948,57.251
66386,264.83,57.415
66387,264.68,57.239
66388,264.979,57.454
66389,265.111,57.117
66390,265.109,56.701
66391,265.102,56.816
66392,265.014,56.766
66393,265.366,56.748
66394,265.213,56.65
66395,264.912,56.816
66396,265.274,56.912
66397,262.386,52.959
66398,263.095,53.162
66399,262.34,52.993
66400,263.441,53.359
66401,263.098,53.45
66402,263.554,53.673
66403,263.084,53.546
66404,263.085,53.242
66405,263.24,53.596
66406,261.897,52.935
66407,262.164,52.904
66408,262.157,52.976
66409,262.184,53.122
66410,262.804,53.434
66411,262.967,53.303
66412,262.645,53.249
66413,262.585,53.552
66414,261.387,52.838
66415,261.506,52.858
66416,261.565,52.812
66417,261.371,52.925
66418,261.642,52.991
66419,261.507,53.094
66420,261.496,53.014
66421,261.389,52.911
66422,261.385,52.947
66423,261.365,53.023
66424,261.403,52.817
66425,261.541,52.982
66426,262.507,53.385
66427,262.257,53.472
66428,261.03,53.027
66429,261.316,53.127
66430,261.781,53.393
66431,261.727,53.586
66432,262.101,53.307
66433,261.834,53.343
66434,262.086,53.507
66435,261.501,53.537
